Курсове на българския лев към отделни чуждестранни валути и цена на златото, валидни за периода от 01.01.2021 до 31.03.2021
Период, Код, (за\курс)
04.01.2021, GBP, 1, 2.16929, 
05.01.2021, GBP, 1, 2.16513, 
06.01.2021, GBP, 1, 2.15792, 
07.01.2021, GBP, 1, 2.16857, 
08.01.2021, GBP, 1, 2.17006, 
11.01.2021, GBP, 1, 2.16748, 
12.01.2021, GBP, 1, 2.18675, 
13.01.2021, GBP, 1, 2.19798, 
14.01.2021, GBP, 1, 2.19897, 
15.01.2021, GBP, 1, 2.19761, 
18.01.2021, GBP, 1, 2.19576, 
19.01.2021, GBP, 1, 2.1951, 
20.01.2021, GBP, 1, 2.20841, 
21.01.2021, GBP, 1, 2.20686, 
22.01.2021, GBP, 1, 2.19645, 
25.01.2021, GBP, 1, 2.20251, 
26.01.2021, GBP, 1, 2.20504, 
27.01.2021, GBP, 1, 2.2126, 
28.01.2021, GBP, 1, 2.20741, 
29.01.2021, GBP, 1, 2.2129, 
01.02.2021, GBP, 1, 2.21749, 
02.02.2021, GBP, 1, 2.22064, 
03.02.2021, GBP, 1, 2.21888, 
04.02.2021, GBP, 1, 2.23031, 
05.02.2021, GBP, 1, 2.23426, 
08.02.2021, GBP, 1, 2.22676, 
09.02.2021, GBP, 1, 2.22689, 
10.02.2021, GBP, 1, 2.23141, 
11.02.2021, GBP, 1, 2.22874, 
12.02.2021, GBP, 1, 2.22879, 
15.02.2021, GBP, 1, 2.24228, 
16.02.2021, GBP, 1, 2.23951, 
17.02.2021, GBP, 1, 2.24911, 
18.02.2021, GBP, 1, 2.26003, 
19.02.2021, GBP, 1, 2.26087, 
22.02.2021, GBP, 1, 2.26029, 
23.02.2021, GBP, 1, 2.26611, 
24.02.2021, GBP, 1, 2.27343, 
25.02.2021, GBP, 1, 2.26348, 
26.02.2021, GBP, 1, 2.24671, 
01.03.2021, GBP, 1, 2.25956, 
02.03.2021, GBP, 1, 2.26283, 
04.03.2021, GBP, 1, 2.2671, 
05.03.2021, GBP, 1, 2.26632, 
08.03.2021, GBP, 1, 2.28144, 
09.03.2021, GBP, 1, 2.28208, 
10.03.2021, GBP, 1, 2.28338, 
11.03.2021, GBP, 1, 2.28298, 
12.03.2021, GBP, 1, 2.27859, 
15.03.2021, GBP, 1, 2.28298, 
16.03.2021, GBP, 1, 2.27568, 
17.03.2021, GBP, 1, 2.28303, 
18.03.2021, GBP, 1, 2.28552, 
19.03.2021, GBP, 1, 2.28051, 
22.03.2021, GBP, 1, 2.26808, 
23.03.2021, GBP, 1, 2.269, 
24.03.2021, GBP, 1, 2.26763, 
25.03.2021, GBP, 1, 2.27242, 
26.03.2021, GBP, 1, 2.28744, 
29.03.2021, GBP, 1, 2.29773, 
30.03.2021, GBP, 1, 2.29079, 
31.03.2021, GBP, 1, 2.29533, 

