Курсове на българския лев към отделни чуждестранни валути и цена на златото, валидни за периода от 01.07.2021 до 30.09.2021
Период, Код, (за\курс)
01.07.2021, GBP, 1, 2.27335, 
02.07.2021, GBP, 1, 2.27414, 
05.07.2021, GBP, 1, 2.28311, 
06.07.2021, GBP, 1, 2.28886, 
07.07.2021, GBP, 1, 2.28752, 
08.07.2021, GBP, 1, 2.27071, 
09.07.2021, GBP, 1, 2.28064, 
12.07.2021, GBP, 1, 2.28565, 
13.07.2021, GBP, 1, 2.28704, 
14.07.2021, GBP, 1, 2.29671, 
15.07.2021, GBP, 1, 2.2959, 
16.07.2021, GBP, 1, 2.29294, 
19.07.2021, GBP, 1, 2.27652, 
20.07.2021, GBP, 1, 2.2599, 
21.07.2021, GBP, 1, 2.26466, 
22.07.2021, GBP, 1, 2.28584, 
23.07.2021, GBP, 1, 2.28637, 
26.07.2021, GBP, 1, 2.28838, 
27.07.2021, GBP, 1, 2.28744, 
28.07.2021, GBP, 1, 2.29841, 
29.07.2021, GBP, 1, 2.29881, 
30.07.2021, GBP, 1, 2.29719, 
02.08.2021, GBP, 1, 2.2857, 
03.08.2021, GBP, 1, 2.29141, 
04.08.2021, GBP, 1, 2.29684, 
05.08.2021, GBP, 1, 2.29935, 
06.08.2021, GBP, 1, 2.30532, 
09.08.2021, GBP, 1, 2.3079, 
10.08.2021, GBP, 1, 2.31273, 
11.08.2021, GBP, 1, 2.30918, 
12.08.2021, GBP, 1, 2.30795, 
13.08.2021, GBP, 1, 2.29846, 
16.08.2021, GBP, 1, 2.30442, 
17.08.2021, GBP, 1, 2.29227, 
18.08.2021, GBP, 1, 2.29603, 
19.08.2021, GBP, 1, 2.28691, 
20.08.2021, GBP, 1, 2.28085, 
23.08.2021, GBP, 1, 2.28391, 
24.08.2021, GBP, 1, 2.28544, 
25.08.2021, GBP, 1, 2.28512, 
26.08.2021, GBP, 1, 2.2817, 
27.08.2021, GBP, 1, 2.2821, 
30.08.2021, GBP, 1, 2.2809, 
31.08.2021, GBP, 1, 2.27753, 
01.09.2021, GBP, 1, 2.27785, 
02.09.2021, GBP, 1, 2.27647, 
03.09.2021, GBP, 1, 2.27846, 
07.09.2021, GBP, 1, 2.27118, 
08.09.2021, GBP, 1, 2.27758, 
09.09.2021, GBP, 1, 2.28605, 
10.09.2021, GBP, 1, 2.29396, 
13.09.2021, GBP, 1, 2.29773, 
14.09.2021, GBP, 1, 2.29396, 
15.09.2021, GBP, 1, 2.28725, 
16.09.2021, GBP, 1, 2.3003, 
17.09.2021, GBP, 1, 2.29119, 
20.09.2021, GBP, 1, 2.28205, 
21.09.2021, GBP, 1, 2.27806, 
23.09.2021, GBP, 1, 2.28765, 
24.09.2021, GBP, 1, 2.2821, 
27.09.2021, GBP, 1, 2.28966, 
28.09.2021, GBP, 1, 2.27554, 
29.09.2021, GBP, 1, 2.26257, 
30.09.2021, GBP, 1, 2.27282, 

