Курсове на българския лев към отделни чуждестранни валути и цена на златото, валидни за периода от 01.01.2022 до 31.03.2022
Период, Код, (за\курс)
04.01.2022, USD, 1, 1.73405, 
05.01.2022, USD, 1, 1.72792, 
06.01.2022, USD, 1, 1.72853, 
07.01.2022, USD, 1, 1.73113, 
10.01.2022, USD, 1, 1.72807, 
11.01.2022, USD, 1, 1.72533, 
12.01.2022, USD, 1, 1.72017, 
13.01.2022, USD, 1, 1.70621, 
14.01.2022, USD, 1, 1.7086, 
17.01.2022, USD, 1, 1.71519, 
18.01.2022, USD, 1, 1.72062, 
19.01.2022, USD, 1, 1.72396, 
20.01.2022, USD, 1, 1.72502, 
21.01.2022, USD, 1, 1.7235, 
24.01.2022, USD, 1, 1.73021, 
25.01.2022, USD, 1, 1.73574, 
26.01.2022, USD, 1, 1.73435, 
27.01.2022, USD, 1, 1.75254, 
28.01.2022, USD, 1, 1.756, 
31.01.2022, USD, 1, 1.75316, 
01.02.2022, USD, 1, 1.73697, 
02.02.2022, USD, 1, 1.72731, 
03.02.2022, USD, 1, 1.73297, 
04.02.2022, USD, 1, 1.70606, 
07.02.2022, USD, 1, 1.7086, 
08.02.2022, USD, 1, 1.71444, 
09.02.2022, USD, 1, 1.71039, 
10.02.2022, USD, 1, 1.70979, 
11.02.2022, USD, 1, 1.71309, 
14.02.2022, USD, 1, 1.72838, 
15.02.2022, USD, 1, 1.72396, 
16.02.2022, USD, 1, 1.71986, 
17.02.2022, USD, 1, 1.72017, 
18.02.2022, USD, 1, 1.72259, 
21.02.2022, USD, 1, 1.72502, 
22.02.2022, USD, 1, 1.72441, 
23.02.2022, USD, 1, 1.72411, 
24.02.2022, USD, 1, 1.75206, 
25.02.2022, USD, 1, 1.74379, 
28.02.2022, USD, 1, 1.74643, 
01.03.2022, USD, 1, 1.75222, 
02.03.2022, USD, 1, 1.76106, 
04.03.2022, USD, 1, 1.78958, 
07.03.2022, USD, 1, 1.79516, 
08.03.2022, USD, 1, 1.79566, 
09.03.2022, USD, 1, 1.77916, 
10.03.2022, USD, 1, 1.76455, 
11.03.2022, USD, 1, 1.77965, 
14.03.2022, USD, 1, 1.78452, 
15.03.2022, USD, 1, 1.77948, 
16.03.2022, USD, 1, 1.779, 
17.03.2022, USD, 1, 1.76982, 
18.03.2022, USD, 1, 1.77674, 
21.03.2022, USD, 1, 1.77191, 
22.03.2022, USD, 1, 1.77416, 
23.03.2022, USD, 1, 1.78046, 
24.03.2022, USD, 1, 1.78159, 
25.03.2022, USD, 1, 1.7777, 
28.03.2022, USD, 1, 1.78354, 
29.03.2022, USD, 1, 1.76439, 
30.03.2022, USD, 1, 1.75789, 
31.03.2022, USD, 1, 1.76185, 

